Time,,,,,,Lidar1,Lidar2
916,,,,,,111,361
917,,,,,,111,359
918,,,,,,112,356
919,,,,,,111,349
920,,,,,,112,356
921,,,,,,111,351
922,,,,,,112,351
923,,,,,,111,349
924,,,,,,70,344
925,,,,,,65,344
926,,,,,,66,341
927,,,,,,65,340
928,,,,,,65,344
929,,,,,,61,344
930,,,,,,57,340
931,,,,,,56,342
932,,,,,,55,337
933,,,,,,46,342
934,,,,,,47,335
935,,,,,,48,341
936,,,,,,54,336
937,,,,,,54,337
938,,,,,,47,340
939,,,,,,53,335
940,,,,,,56,338
941,,,,,,55,334
942,,,,,,55,335
943,,,,,,53,333
944,,,,,,48,332
945,,,,,,50,340
946,,,,,,49,335
947,,,,,,50,335
948,,,,,,49,337
949,,,,,,48,333
950,,,,,,50,333
951,,,,,,48,333
952,,,,,,55,329
953,,,,,,53,334
954,,,,,,59,333
955,,,,,,55,327
956,,,,,,56,329
957,,,,,,55,329
958,,,,,,57,329
959,,,,,,57,330
960,,,,,,54,334
961,,,,,,54,330
962,,,,,,55,327
963,,,,,,55,329
964,,,,,,57,327
965,,,,,,55,329
966,,,,,,55,329
967,,,,,,60,329
968,,,,,,65,330
969,,,,,,69,333
970,,,,,,75,330
971,,,,,,74,332
972,,,,,,81,333
973,,,,,,78,331
974,,,,,,86,334
975,,,,,,89,329
976,,,,,,94,326
977,,,,,,96,330
978,,,,,,94,331
979,,,,,,97,332
980,,,,,,95,332
981,,,,,,93,336
982,,,,,,91,328
983,,,,,,80,329
984,,,,,,68,331
985,,,,,,64,334
986,,,,,,58,331
987,,,,,,54,336
988,,,,,,57,332
989,,,,,,56,332
990,,,,,,51,333
991,,,,,,49,330
992,,,,,,47,332
993,,,,,,50,335
994,,,,,,50,332
995,,,,,,46,333
996,,,,,,50,330
997,,,,,,49,330
998,,,,,,51,333
999,,,,,,54,332
1000,,,,,,63,330
1001,,,,,,68,328
1002,,,,,,78,334
1003,,,,,,91,334
1004,,,,,,98,331
1005,,,,,,104,334
1006,,,,,,107,333
1007,,,,,,112,335
1008,,,,,,113,331
1009,,,,,,110,335
1010,,,,,,111,337
1011,,,,,,112,331
1012,,,,,,107,331
1013,,,,,,98,333
1014,,,,,,91,333
1015,,,,,,79,332
1016,,,,,,68,336
1017,,,,,,72,331
1018,,,,,,63,331
1019,,,,,,54,333
1020,,,,,,56,332
1021,,,,,,53,336
1022,,,,,,51,334
1023,,,,,,47,338
1024,,,,,,48,330
1025,,,,,,50,334
1026,,,,,,55,331
1027,,,,,,59,332
1028,,,,,,70,333
1029,,,,,,75,331
1030,,,,,,85,338
1031,,,,,,91,334
1032,,,,,,101,338
1033,,,,,,106,334
1034,,,,,,113,336
1035,,,,,,113,337
1036,,,,,,112,333
1037,,,,,,108,337
1038,,,,,,104,334
1039,,,,,,95,333
1040,,,,,,78,334
1041,,,,,,69,336
1042,,,,,,65,336
1043,,,,,,60,332
1044,,,,,,57,336
1045,,,,,,55,339
1046,,,,,,52,333
1047,,,,,,53,332
1048,,,,,,53,334
1049,,,,,,54,330
1050,,,,,,60,335
1051,,,,,,74,326
1052,,,,,,80,327
1053,,,,,,93,335
1054,,,,,,104,331
1055,,,,,,113,334
1056,,,,,,117,332
1057,,,,,,118,333
1058,,,,,,117,336
1059,,,,,,116,337
1060,,,,,,110,335
1061,,,,,,98,331
1062,,,,,,82,332
1063,,,,,,66,332
1064,,,,,,64,333
1065,,,,,,54,338
1066,,,,,,54,335
1067,,,,,,48,340
1068,,,,,,48,336
1069,,,,,,49,335
1070,,,,,,48,336
1071,,,,,,56,334
1072,,,,,,69,330
1073,,,,,,75,332
1074,,,,,,95,334
1075,,,,,,108,335
1076,,,,,,115,335
1077,,,,,,119,336
1078,,,,,,116,333
1079,,,,,,119,334
1080,,,,,,118,339
1081,,,,,,112,337
1082,,,,,,97,333
1083,,,,,,81,334
1084,,,,,,70,336
1085,,,,,,68,336
1086,,,,,,54,335
1087,,,,,,52,336
1088,,,,,,50,334
1089,,,,,,48,337
1090,,,,,,46,337
1091,,,,,,47,336
1092,,,,,,49,334
1093,,,,,,47,333
1094,,,,,,52,329
1095,,,,,,61,333
1096,,,,,,74,336
1097,,,,,,76,334
1098,,,,,,94,334
1099,,,,,,106,333
1100,,,,,,110,333
1101,,,,,,116,332
1102,,,,,,117,331
1103,,,,,,118,333
1104,,,,,,113,331
1105,,,,,,103,336
1106,,,,,,93,332
1107,,,,,,74,331
1108,,,,,,70,334
1109,,,,,,61,335
1110,,,,,,54,337
1111,,,,,,55,335
1112,,,,,,55,333
1113,,,,,,49,336
1114,,,,,,50,337
1115,,,,,,48,337
1116,,,,,,48,337
1117,,,,,,51,338
1118,,,,,,57,335
1119,,,,,,55,333
1120,,,,,,77,333
1121,,,,,,88,334
1122,,,,,,101,335
1123,,,,,,110,333
1124,,,,,,111,333
1125,,,,,,113,336
1126,,,,,,114,334
1127,,,,,,111,335
1128,,,,,,107,331
1129,,,,,,90,333
1130,,,,,,71,335
1131,,,,,,61,336
1132,,,,,,57,332
1133,,,,,,49,336
1134,,,,,,45,331
1135,,,,,,46,333
1136,,,,,,48,330
1137,,,,,,56,333
1138,,,,,,59,334
1139,,,,,,70,339
1140,,,,,,78,331
1141,,,,,,86,335
1142,,,,,,104,334
1143,,,,,,115,331
1144,,,,,,116,334
1145,,,,,,119,337
1146,,,,,,115,332
1147,,,,,,112,335
1148,,,,,,107,336
1149,,,,,,94,338
1150,,,,,,78,332
1151,,,,,,72,337
1152,,,,,,61,334
1153,,,,,,55,335
1154,,,,,,54,335
1155,,,,,,49,337
1156,,,,,,50,336
1157,,,,,,49,335
1158,,,,,,57,334
1159,,,,,,66,334
1160,,,,,,76,337
1161,,,,,,94,334
1162,,,,,,106,337
1163,,,,,,110,335
1164,,,,,,114,338
1165,,,,,,114,334
1166,,,,,,109,334
1167,,,,,,105,337
1168,,,,,,97,335
1169,,,,,,84,338
1170,,,,,,71,339
1171,,,,,,62,335
1172,,,,,,56,338
1173,,,,,,56,336
1174,,,,,,53,334
1175,,,,,,54,334
1176,,,,,,58,334
1177,,,,,,70,330
1178,,,,,,78,336
1179,,,,,,86,332
1180,,,,,,95,333
1181,,,,,,105,337
1182,,,,,,109,331
1183,,,,,,105,336
1184,,,,,,108,330
1185,,,,,,109,338
1186,,,,,,104,334
1187,,,,,,93,331
1188,,,,,,70,337
1189,,,,,,61,339
1190,,,,,,57,336
1191,,,,,,50,337
1192,,,,,,46,337
1193,,,,,,50,341
1194,,,,,,55,334
1195,,,,,,67,336
1196,,,,,,78,335
1197,,,,,,100,339
1198,,,,,,107,334
1199,,,,,,113,334
1200,,,,,,119,333
1201,,,,,,116,335
1202,,,,,,114,332
1203,,,,,,114,335
1204,,,,,,111,337
1205,,,,,,110,334
1206,,,,,,90,331
1207,,,,,,72,333
1208,,,,,,60,332
1209,,,,,,56,335
1210,,,,,,53,334
1211,,,,,,47,338
1212,,,,,,49,334
1213,,,,,,57,338
1214,,,,,,58,336
1215,,,,,,70,339
1216,,,,,,73,336
1217,,,,,,82,337
1218,,,,,,98,337
1219,,,,,,105,332
1220,,,,,,108,333
1221,,,,,,106,338
1222,,,,,,107,334
1223,,,,,,108,333
1224,,,,,,112,335
1225,,,,,,107,334
1226,,,,,,104,334
1227,,,,,,98,335
1228,,,,,,90,338
1229,,,,,,78,336
1230,,,,,,62,337
1231,,,,,,54,337
1232,,,,,,57,332
1233,,,,,,47,336
1234,,,,,,49,336
1235,,,,,,51,334
1236,,,,,,57,337
1237,,,,,,65,333
1238,,,,,,73,333
1239,,,,,,81,334
1240,,,,,,91,338
1241,,,,,,98,338
1242,,,,,,105,334
1243,,,,,,107,336
1244,,,,,,105,336
1245,,,,,,100,336
1246,,,,,,86,333
1247,,,,,,74,338
1248,,,,,,66,335
1249,,,,,,56,338
1250,,,,,,58,335
1251,,,,,,48,337
1252,,,,,,48,338
1253,,,,,,47,335
1254,,,,,,55,335
1255,,,,,,61,339
1256,,,,,,67,333
1257,,,,,,76,337
1258,,,,,,84,339
1259,,,,,,99,335
1260,,,,,,102,334
1261,,,,,,104,332
1262,,,,,,105,333
1263,,,,,,103,333
1264,,,,,,104,332
1265,,,,,,107,335
1266,,,,,,107,334
1267,,,,,,106,336
1268,,,,,,105,336
1269,,,,,,103,331
1270,,,,,,108,338
1271,,,,,,101,335
1272,,,,,,85,337
1273,,,,,,72,336
1274,,,,,,68,334
1275,,,,,,55,336
1276,,,,,,56,337
1277,,,,,,50,334
1278,,,,,,47,334
1279,,,,,,53,339
1280,,,,,,57,334
1281,,,,,,69,337
1282,,,,,,83,341
1283,,,,,,97,333
1284,,,,,,110,339
1285,,,,,,115,340
1286,,,,,,121,338
1287,,,,,,120,339
1288,,,,,,119,333
1289,,,,,,117,334
1290,,,,,,114,334
1291,,,,,,99,333
1292,,,,,,75,332
1293,,,,,,62,334
1294,,,,,,57,333
1295,,,,,,49,341
1296,,,,,,48,331
1297,,,,,,50,334
1298,,,,,,50,334
1299,,,,,,56,335
1300,,,,,,58,337
1301,,,,,,68,334
1302,,,,,,81,332
1303,,,,,,92,334
1304,,,,,,102,332
1305,,,,,,102,335
1306,,,,,,104,334
1307,,,,,,100,332
1308,,,,,,98,335
1309,,,,,,94,336
1310,,,,,,80,337
1311,,,,,,63,338
1312,,,,,,57,333
1313,,,,,,46,337
1314,,,,,,51,341
1315,,,,,,49,339
1316,,,,,,51,340
1317,,,,,,49,338
1318,,,,,,54,333
1319,,,,,,58,333
1320,,,,,,75,338
1321,,,,,,85,337
1322,,,,,,103,335
1323,,,,,,108,331
1324,,,,,,115,334
1325,,,,,,117,333
1326,,,,,,117,331
1327,,,,,,117,333
1328,,,,,,118,335
1329,,,,,,116,334
1330,,,,,,114,340
1331,,,,,,98,336
1332,,,,,,75,342
1333,,,,,,64,338
1334,,,,,,59,339
1335,,,,,,49,336
1336,,,,,,48,339
1337,,,,,,48,337
1338,,,,,,50,336
1339,,,,,,50,342
1340,,,,,,54,342
1341,,,,,,71,338
1342,,,,,,76,333
1343,,,,,,94,337
1344,,,,,,111,337
1345,,,,,,118,335
1346,,,,,,125,338
1347,,,,,,127,335
1348,,,,,,129,332
1349,,,,,,131,334
1350,,,,,,127,338
1351,,,,,,125,337
1352,,,,,,123,336
1353,,,,,,120,333
1354,,,,,,119,334
1355,,,,,,116,332
1356,,,,,,115,333
1357,,,,,,111,337
1358,,,,,,111,336
1359,,,,,,111,338
1360,,,,,,109,333
1361,,,,,,109,334
1362,,,,,,108,331
1363,,,,,,108,334
1364,,,,,,108,338
1365,,,,,,107,336
1366,,,,,,108,334
1367,,,,,,107,335
1368,,,,,,107,341
1369,,,,,,109,336
1370,,,,,,108,338
1371,,,,,,108,348
1372,,,,,,109,348
1373,,,,,,107,346
1374,,,,,,108,347
1375,,,,,,109,350
1376,,,,,,106,354
1377,,,,,,107,347
1378,,,,,,110,348
1379,,,,,,108,348
1380,,,,,,108,345
1381,,,,,,108,341
1382,,,,,,110,337
1383,,,,,,109,335
1384,,,,,,109,343
1385,,,,,,110,333
1386,,,,,,108,344
1387,,,,,,109,342
1388,,,,,,108,348
1389,,,,,,106,347
1390,,,,,,109,353
1391,,,,,,108,348
1392,,,,,,109,347
1393,,,,,,107,349
1394,,,,,,109,344
1395,,,,,,109,345
1396,,,,,,106,341
1397,,,,,,109,342
1398,,,,,,108,340
1399,,,,,,111,338
1400,,,,,,109,340
1401,,,,,,108,338
1402,,,,,,107,340
1403,,,,,,109,338
1404,,,,,,107,347
1405,,,,,,110,345
1406,,,,,,107,352
1407,,,,,,106,351
1408,,,,,,108,347
1409,,,,,,107,352
1410,,,,,,108,351
1411,,,,,,107,346
1412,,,,,,107,342
1413,,,,,,108,331
1414,,,,,,106,247
1415,,,,,,107,139
1416,,,,,,89,128
1417,,,,,,57,118
1418,,,,,,62,118
1419,,,,,,59,116
1420,,,,,,59,118
1421,,,,,,55,119
1422,,,,,,56,121
1423,,,,,,58,119
1424,,,,,,60,121
1425,,,,,,57,119
1426,,,,,,49,119
1427,,,,,,53,120
1428,,,,,,57,118
1429,,,,,,51,120
1430,,,,,,57,118
1431,,,,,,56,117
1432,,,,,,55,121
1433,,,,,,55,120
1434,,,,,,56,121
1435,,,,,,51,120
1436,,,,,,48,118
1437,,,,,,49,121
1438,,,,,,50,117
1439,,,,,,49,119
1440,,,,,,49,120
1441,,,,,,56,118
1442,,,,,,56,120
1443,,,,,,57,119
1444,,,,,,54,119
1445,,,,,,55,118
1446,,,,,,56,120
1447,,,,,,54,119
1448,,,,,,55,119
1449,,,,,,55,120
1450,,,,,,54,119
1451,,,,,,54,118
1452,,,,,,50,118
1453,,,,,,49,116
1454,,,,,,53,119
1455,,,,,,49,117
1456,,,,,,49,118
1457,,,,,,49,118
1458,,,,,,47,119
1459,,,,,,47,118
1460,,,,,,47,121
1461,,,,,,46,118
1462,,,,,,48,119
1463,,,,,,48,120
1464,,,,,,49,118
1465,,,,,,57,116
1466,,,,,,58,116
1467,,,,,,60,119
1468,,,,,,59,120
1469,,,,,,57,118
1470,,,,,,56,121
1471,,,,,,58,119
1472,,,,,,63,118
1473,,,,,,66,118
1474,,,,,,69,116
1475,,,,,,79,120
1476,,,,,,85,119
1477,,,,,,99,119
1478,,,,,,108,121
1479,,,,,,106,121
1480,,,,,,106,123
1481,,,,,,104,123
1482,,,,,,107,122
1483,,,,,,108,123
1484,,,,,,108,122
1485,,,,,,108,122
1486,,,,,,105,125
1487,,,,,,107,123
1488,,,,,,106,121
1489,,,,,,108,121
1490,,,,,,108,123
1491,,,,,,108,123
1492,,,,,,105,123
1493,,,,,,107,124
1494,,,,,,108,122
1495,,,,,,108,124
1496,,,,,,109,126
1497,,,,,,108,122
1498,,,,,,107,124
1499,,,,,,109,122
1500,,,,,,107,123
1501,,,,,,108,125
1502,,,,,,110,124
1503,,,,,,109,126
1504,,,,,,106,121
1505,,,,,,108,124
1506,,,,,,108,126
1507,,,,,,108,122
1508,,,,,,109,126
1509,,,,,,109,123
1510,,,,,,107,123
1511,,,,,,109,123
1512,,,,,,100,125
1513,,,,,,74,120
1514,,,,,,64,122
1515,,,,,,55,125
1516,,,,,,61,123
1517,,,,,,59,126
1518,,,,,,57,124
1519,,,,,,59,122
1520,,,,,,53,126
1521,,,,,,54,124
1522,,,,,,55,124
1523,,,,,,56,125
1524,,,,,,56,124
1525,,,,,,53,122
1526,,,,,,54,124
1527,,,,,,57,124
1528,,,,,,54,123
1529,,,,,,84,125
1530,,,,,,110,122
1531,,,,,,106,122
1532,,,,,,106,123
1533,,,,,,109,123
1534,,,,,,111,130
1535,,,,,,110,176
1536,,,,,,109,267
1537,,,,,,109,321
1538,,,,,,108,333
1539,,,,,,111,333
1540,,,,,,108,336
1541,,,,,,108,334
1542,,,,,,109,330
1543,,,,,,107,331
1544,,,,,,109,339
1545,,,,,,109,342
1546,,,,,,110,349
1547,,,,,,107,353
1548,,,,,,104,358
1549,,,,,,109,358
1550,,,,,,108,352
1551,,,,,,108,346
1552,,,,,,110,284
1553,,,,,,108,221
1554,,,,,,108,165
1555,,,,,,109,106
1556,,,,,,108,92
1557,,,,,,108,89
1558,,,,,,110,88
1559,,,,,,109,120
1560,,,,,,109,233
1561,,,,,,110,274
1562,,,,,,109,302
1563,,,,,,108,318
1564,,,,,,108,327
1565,,,,,,109,326
1566,,,,,,109,328
1567,,,,,,108,329
1568,,,,,,107,333
1569,,,,,,110,332
1570,,,,,,110,334
1571,,,,,,108,347
1572,,,,,,106,364
1573,,,,,,109,370
1574,,,,,,109,372
1575,,,,,,109,369
1576,,,,,,108,361
1577,,,,,,88,362
1578,,,,,,62,363
1579,,,,,,57,362
1580,,,,,,61,360
1581,,,,,,56,363
1582,,,,,,55,360
1583,,,,,,54,365
1584,,,,,,56,368
1585,,,,,,58,364
1586,,,,,,65,361
1587,,,,,,87,364
1588,,,,,,108,364
1589,,,,,,121,364
1590,,,,,,122,368
1591,,,,,,124,363
1592,,,,,,124,366
1593,,,,,,128,366
1594,,,,,,123,369
1595,,,,,,128,366
1596,,,,,,125,365
1597,,,,,,127,365
1598,,,,,,123,364
1599,,,,,,119,372
1600,,,,,,103,367
1601,,,,,,79,370
1602,,,,,,58,367
1603,,,,,,62,372
1604,,,,,,66,369
1605,,,,,,72,369
1606,,,,,,100,365
1607,,,,,,118,368
1608,,,,,,125,369
1609,,,,,,125,369
1610,,,,,,126,367
1611,,,,,,125,370
1612,,,,,,118,368
1613,,,,,,103,372
1614,,,,,,82,367
1615,,,,,,61,366
1616,,,,,,60,371
1617,,,,,,61,369
1618,,,,,,65,370
1619,,,,,,85,361
1620,,,,,,105,365
1621,,,,,,122,367
1622,,,,,,125,373
1623,,,,,,124,370
1624,,,,,,126,371
1625,,,,,,126,371
1626,,,,,,115,373
1627,,,,,,96,370
1628,,,,,,77,374
1629,,,,,,58,373
1630,,,,,,57,379
1631,,,,,,54,372
1632,,,,,,64,375
1633,,,,,,91,367
1634,,,,,,110,373
1635,,,,,,123,376
1636,,,,,,125,374
1637,,,,,,125,374
1638,,,,,,126,377
1639,,,,,,119,370
1640,,,,,,95,365
1641,,,,,,72,375
1642,,,,,,58,376
1643,,,,,,52,372
1644,,,,,,59,375
1645,,,,,,68,374
1646,,,,,,98,368
1647,,,,,,118,375
1648,,,,,,123,378
1649,,,,,,125,378
1650,,,,,,123,374
1651,,,,,,109,374
1652,,,,,,106,375
1653,,,,,,107,377
1654,,,,,,106,383
1655,,,,,,108,379
1656,,,,,,106,350
1657,,,,,,103,243
1658,,,,,,106,182
1659,,,,,,106,177
1660,,,,,,105,382
1661,,,,,,106,395
1662,,,,,,106,383
1663,,,,,,106,388
1664,,,,,,106,267
1665,,,,,,106,193
1666,,,,,,105,335
1667,,,,,,108,368
1668,,,,,,108,216
1669,,,,,,105,217
1670,,,,,,106,230
1671,,,,,,107,230
1672,,,,,,110,226
1673,,,,,,107,217
1674,,,,,,106,213
1675,,,,,,106,291
1676,,,,,,105,384
1677,,,,,,106,372
1678,,,,,,106,304
1679,,,,,,106,362
1680,,,,,,108,363
1681,,,,,,106,367
1682,,,,,,107,382
1683,,,,,,105,379
1684,,,,,,106,361
1685,,,,,,106,348
1686,,,,,,106,359
1687,,,,,,105,364
1688,,,,,,105,368
1689,,,,,,110,157
1690,,,,,,104,95
1691,,,,,,106,79
1692,,,,,,107,70
1693,,,,,,105,60
1694,,,,,,104,59
1695,,,,,,107,57
1696,,,,,,108,57
1697,,,,,,106,62
1698,,,,,,104,73
1699,,,,,,105,95
1700,,,,,,105,138
1701,,,,,,106,180
1702,,,,,,107,178
1703,,,,,,108,146
1704,,,,,,107,103
1705,,,,,,108,80
1706,,,,,,107,60
1707,,,,,,105,59
1708,,,,,,106,61
1709,,,,,,107,76
1710,,,,,,105,110
1711,,,,,,107,178
1712,,,,,,105,229
1713,,,,,,105,223
1714,,,,,,109,176
1715,,,,,,104,108
1716,,,,,,105,79
1717,,,,,,108,66
1718,,,,,,107,69
1719,,,,,,106,238
1720,,,,,,105,377
1721,,,,,,106,385
1722,,,,,,106,379
1723,,,,,,106,383
1724,,,,,,105,388
1725,,,,,,105,387
1726,,,,,,107,385
1727,,,,,,107,383
1728,,,,,,107,382
1729,,,,,,106,369
1730,,,,,,103,339
1731,,,,,,106,315
1732,,,,,,106,334
1733,,,,,,106,374
1734,,,,,,107,370
1735,,,,,,105,365
1736,,,,,,104,360
1737,,,,,,106,357
1738,,,,,,105,353
1739,,,,,,107,349
1740,,,,,,104,347
1741,,,,,,106,349
1742,,,,,,107,347
1743,,,,,,106,346
1744,,,,,,106,351
1745,,,,,,105,348
1746,,,,,,107,351
1747,,,,,,105,351
1748,,,,,,105,347
1749,,,,,,103,348
1750,,,,,,107,353
1751,,,,,,106,350
1752,,,,,,104,354
1753,,,,,,105,350
1754,,,,,,,
